,name,year,runtime,certificate,genre,rating,url,movie_id,nudity,nudity_none,nudity_mild,nudity_moderate,nudity_severe,violence,violence_none,violence_mild,violence_moderate,violence_severe,profanity,profanity_none,profanity_mild,profanity_moderate,profanity_severe,alcohol,alcohol_none,alcohol_mild,alcohol_moderate,alcohol_severe,frightening,frightening_none,frightening_mild,frightening_moderate,frightening_severe
9942,Luke Cage,,,None,"Action, Crime, Drama",,http://www.imdb.com/title/tt0401601/,tt0401601,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9943,Maximum Ride,(I) (2016),88 min,PG-13,"Action, Adventure, Comedy",3.7,http://www.imdb.com/title/tt0825283/,tt0825283,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9944,The Kind One,,88 min,PG-13,"Crime, Drama, Thriller",3.7,http://www.imdb.com/title/tt1182907/,tt1182907,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9945,Wool,,88 min,PG-13,Sci-Fi,3.7,http://www.imdb.com/title/tt2402743/,tt2402743,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9946,Reykjavik,,88 min,PG-13,Sci-Fi,3.7,http://www.imdb.com/title/tt1352847/,tt1352847,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9947,The Passage,(2018– ),88 min,PG-13,"Action, Adventure, Drama",3.7,http://www.imdb.com/title/tt1074206/,tt1074206,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9948,Untitled Les Grossman Project,,88 min,PG-13,Comedy,3.7,http://www.imdb.com/title/tt1670998/,tt1670998,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9949,The Wild Bunch,(I),88 min,PG-13,Western,3.7,http://www.imdb.com/title/tt2028582/,tt2028582,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9950,The Warriors,,88 min,PG-13,"Action, Adventure, Crime",3.7,http://www.imdb.com/title/tt0423512/,tt0423512,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9951,Tigress,(I),88 min,PG-13,"Comedy, Drama",3.7,http://www.imdb.com/title/tt1212447/,tt1212447,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9952,Untitled Keith Gordon Project,,88 min,PG-13,Thriller,3.7,http://www.imdb.com/title/tt1986193/,tt1986193,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9953,The Keys to the Street,,88 min,PG-13,Thriller,3.7,http://www.imdb.com/title/tt1723812/,tt1723812,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9954,Hood,(I),88 min,PG-13,"Action, Adventure, Drama",3.7,http://www.imdb.com/title/tt1793229/,tt1793229,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9955,Project XX,,88 min,PG-13,Comedy,3.7,http://www.imdb.com/title/tt2294931/,tt2294931,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9956,Escape from New York,,88 min,PG-13,"Action, Thriller",3.7,http://www.imdb.com/title/tt0984981/,tt0984981,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9957,Frankenstein,(I),88 min,PG-13,Horror,3.7,http://www.imdb.com/title/tt1312221/,tt1312221,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9958,The Haunted Mansion,,88 min,PG-13,"Action, Drama, Family",3.7,http://www.imdb.com/title/tt1695843/,tt1695843,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9959,Beauty,(I),88 min,PG-13,Fantasy,3.7,http://www.imdb.com/title/tt1996190/,tt1996190,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9960,Midnight Delivery,,88 min,PG-13,"Action, Drama",3.7,http://www.imdb.com/title/tt1734107/,tt1734107,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9961,The Alchemist,,88 min,PG-13,Drama,3.7,http://www.imdb.com/title/tt0494632/,tt0494632,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9962,Tulip Fever,(2017),105 min,R,"Drama, Romance",6.2,http://www.imdb.com/title/tt0491203/,tt0491203,Severe,0,0,2,4,None,2,1,0,0,Mild,0,3,0,0,Mild,1,1,1,0,Mild,1,2,0,0
9963,Solomon Grundy,,105 min,R,"Comedy, Drama",6.2,http://www.imdb.com/title/tt0875013/,tt0875013,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9964,Knight Rider,,105 min,R,"Action, Crime, Sci-Fi",6.2,http://www.imdb.com/title/tt0384254/,tt0384254,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9965,Halloween,(2018),105 min,R,Horror,6.2,http://www.imdb.com/title/tt1502407/,tt1502407,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9966,The Only Living Boy in New York,(2017),89 min,R,Drama,6.3,http://www.imdb.com/title/tt0460890/,tt0460890,Moderate,4,3,10,16,None,1,0,0,0,Moderate,0,0,3,0,Moderate,0,1,2,0,Be the first to evaluate this category,0,0,0,0
9967,A Star Is Born,(2018),89 min,R,"Drama, Music, Musical",6.3,http://www.imdb.com/title/tt1517451/,tt1517451,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9968,Big Tuna,,89 min,R,"Drama, Music, Musical",6.3,http://www.imdb.com/title/tt1723104/,tt1723104,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9969,Death of a Dissident,,89 min,R,Crime,6.3,http://www.imdb.com/title/tt0944193/,tt0944193,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9970,Go Like Hell,,89 min,R,"Action, Drama",6.3,http://www.imdb.com/title/tt1950186/,tt1950186,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9971,Agincourt,,89 min,R,"Drama, History, War",6.3,http://www.imdb.com/title/tt1480287/,tt1480287,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9972,Inherent Vice,(2014),148 min,R,"Comedy, Crime, Drama",6.7,http://www.imdb.com/title/tt1791528/,tt1791528,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9973,Suburbicon,(2017),105 min,R,"Crime, Drama, Mystery",5.4,http://www.imdb.com/title/tt0491175/,tt0491175,Moderate,0,3,3,0,Severe,0,0,1,5,Moderate,0,2,2,2,Mild,3,3,0,0,Moderate,1,0,3,2
9974,Fire and Ice,(I),105 min,R,"Adventure, Fantasy",5.4,http://www.imdb.com/title/tt2381183/,tt2381183,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9975,Pinocchio,(I),105 min,R,"Adventure, Fantasy",5.4,http://www.imdb.com/title/tt1730763/,tt1730763,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9976,The Cannonball Run,,105 min,R,"Action, Comedy",5.4,http://www.imdb.com/title/tt2091430/,tt2091430,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9977,Pee-wee's Big Holiday,(2016),90 min,TV-PG,"Adventure, Comedy",6.2,http://www.imdb.com/title/tt0837156/,tt0837156,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9978,London Fields,(2017),118 min,TV-PG,"Crime, Mystery, Thriller",6.2,http://www.imdb.com/title/tt1273221/,tt1273221,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9979,Untitled Marion Barry Biopic,(TV Movie),118 min,TV-PG,Biography,6.2,http://www.imdb.com/title/tt2140633/,tt2140633,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9980,One Last Thing Before I Go,,118 min,TV-PG,Drama,6.2,http://www.imdb.com/title/tt2396607/,tt2396607,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9981,Shadow of the Colossus,,118 min,TV-PG,"Adventure, Fantasy",6.2,http://www.imdb.com/title/tt1414372/,tt1414372,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9982,Untitled Tom Hardy Outlaw Biker Project,,118 min,TV-PG,"Action, Drama",6.2,http://www.imdb.com/title/tt2305027/,tt2305027,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9983,The City That Sailed,,118 min,TV-PG,"Drama, Fantasy",6.2,http://www.imdb.com/title/tt1470831/,tt1470831,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9984,The Redemption of Cain,,118 min,TV-PG,Drama,6.2,http://www.imdb.com/title/tt1692497/,tt1692497,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9985,College Fright Night,(2014),118 min,TV-PG,"Comedy, Horror",5,http://www.imdb.com/title/tt1992111/,tt1992111,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9986,Hannibal the Conqueror,,118 min,TV-PG,"Adventure, Biography, Drama",5,http://www.imdb.com/title/tt0382731/,tt0382731,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9987,The Heart,,118 min,TV-PG,"Action, Comedy",5,http://www.imdb.com/title/tt2281585/,tt2281585,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9988,Pride and Prejudice and Zombies,(2016),108 min,PG-13,"Action, Horror, Romance",5.8,http://www.imdb.com/title/tt1374989/,tt1374989,Moderate,0,0,1,0,Severe,0,0,0,1,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9989,Chaos Walking,(2019),108 min,PG-13,Sci-Fi,5.8,http://www.imdb.com/title/tt2076822/,tt2076822,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9990,The Stand,(I),108 min,PG-13,"Adventure, Drama, Fantasy",5.8,http://www.imdb.com/title/tt1831804/,tt1831804,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9991,Liars (A-E),,108 min,PG-13,"Comedy, Romance",5.8,http://www.imdb.com/title/tt1482182/,tt1482182,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9992,The Dive,,108 min,PG-13,Drama,5.8,http://www.imdb.com/title/tt0377124/,tt0377124,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9993,Bohemian Rhapsody,(2018),108 min,PG-13,"Biography, Drama, Music",5.8,http://www.imdb.com/title/tt1727824/,tt1727824,Mild,0,1,0,0,None,1,0,0,0,Moderate,0,0,1,0,Severe,0,0,0,1,Moderate,0,0,1,0
9994,Masters of the Universe,(2019),108 min,PG-13,"Action, Adventure, Drama",5.8,http://www.imdb.com/title/tt0427340/,tt0427340,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9995,Beasts of No Nation,(2015),137 min,Not Rated,"Drama, War",7.8,http://www.imdb.com/title/tt1365050/,tt1365050,Severe,1,0,0,2,Severe,0,0,0,1,Moderate,0,0,2,0,Moderate,0,0,2,0,Severe,0,0,0,2
9996,Pet Sematary,,137 min,Not Rated,Horror,7.8,http://www.imdb.com/title/tt0837563/,tt0837563,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9997,Splinter Cell,,91 min,PG-13,"Action, Adventure, Crime",7.8,http://www.imdb.com/title/tt0439829/,tt0439829,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9998,Corpus Christi,,91 min,PG-13,"Drama, Thriller",7.8,http://www.imdb.com/title/tt1845217/,tt1845217,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
9999,The Defenders,,91 min,PG-13,Adventure,7.8,http://www.imdb.com/title/tt1452299/,tt1452299,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10000,Without Remorse,(I),91 min,PG-13,"Action, Thriller, War",7.8,http://www.imdb.com/title/tt0499097/,tt0499097,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10001,Paradise Lost,(II),91 min,PG-13,"Action, Drama, Fantasy",7.8,http://www.imdb.com/title/tt1431130/,tt1431130,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10002,Eating Animals,(2017),105 min,PG-13,Documentary,8.9,http://www.imdb.com/title/tt2180351/,tt2180351,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10003,Dark Places,(2015),113 min,R,"Action, Drama, Mystery",6.2,http://www.imdb.com/title/tt2402101/,tt2402101,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10004,Object of Beauty,,113 min,R,"Drama, Romance",6.2,http://www.imdb.com/title/tt2229313/,tt2229313,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10005,Electric Slide,(2014),95 min,R,"Action, Biography, Crime",4.7,http://www.imdb.com/title/tt0835775/,tt0835775,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10006,The Boys in the Boat,,95 min,R,"Drama, Sport",4.7,http://www.imdb.com/title/tt1856080/,tt1856080,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10007,Closer to the Moon,(2014),112 min,Not Rated,"Comedy, Drama",7,http://www.imdb.com/title/tt2017486/,tt2017486,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10008,Forever,(I),112 min,Not Rated,Sci-Fi,7,http://www.imdb.com/title/tt1726811/,tt1726811,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10009,Queen of the Desert,(2015),128 min,PG-13,"Biography, Drama, History",5.7,http://www.imdb.com/title/tt1837636/,tt1837636,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10010,Shantaram,,128 min,PG-13,"Action, Crime, Drama",5.7,http://www.imdb.com/title/tt0429087/,tt0429087,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10011,American Sniper,(2014),133 min,R,"Action, Biography, Drama",7.3,http://www.imdb.com/title/tt2179136/,tt2179136,Moderate,0,1,1,0,Severe,0,0,1,2,Severe,0,0,0,2,Moderate,0,1,1,0,Severe,0,0,0,2
10012,Bill & Ted Face the Music,,133 min,R,Comedy,7.3,http://www.imdb.com/title/tt1086064/,tt1086064,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10013,Metal Gear Solid,,133 min,R,"Action, Adventure, Sci-Fi",7.3,http://www.imdb.com/title/tt0808372/,tt0808372,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10014,Passengers,(I) (2016),116 min,PG-13,"Drama, Sci-Fi, Thriller",7,http://www.imdb.com/title/tt1355644/,tt1355644,Moderate,0,0,3,0,Mild,0,2,1,0,Mild,0,2,0,0,Mild,0,1,0,0,Moderate,0,1,2,0
10015,Maggie,(I) (2015),95 min,PG-13,"Drama, Horror",5.6,http://www.imdb.com/title/tt1881002/,tt1881002,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10016,Prima,,95 min,PG-13,Comedy,5.6,http://www.imdb.com/title/tt1710550/,tt1710550,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10017,Take My Wife,,95 min,PG-13,Drama,5.6,http://www.imdb.com/title/tt1742676/,tt1742676,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10018,Baywatch,(2017),116 min,R,"Action, Comedy, Crime",5.6,http://www.imdb.com/title/tt1469304/,tt1469304,Moderate,2,3,3,7,Mild,1,6,0,0,Severe,0,0,1,7,Mild,0,3,1,0,None,4,0,0,0
10019,Phineas and Ferb,,116 min,R,"Animation, Adventure, Comedy",5.6,http://www.imdb.com/title/tt1817232/,tt1817232,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10020,Carol,(2015),118 min,R,"Drama, Romance",7.2,http://www.imdb.com/title/tt2402927/,tt2402927,Moderate,0,1,2,2,Mild,0,2,0,0,Mild,0,2,0,0,Mild,0,2,0,0,Mild,1,1,0,0
10021,Into the Rainbow,(I) (2017),88 min,R,"Action, Adventure, Family",5.5,http://www.imdb.com/title/tt2374684/,tt2374684,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10022,Watch Dogs,,88 min,R,"Action, Crime, Thriller",5.5,http://www.imdb.com/title/tt2572696/,tt2572696,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10023,The Fighter 2,,88 min,R,Drama,5.5,http://www.imdb.com/title/tt2177759/,tt2177759,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10024,Untitled African Animal Poaching Project,,88 min,R,Drama,5.5,http://www.imdb.com/title/tt2362480/,tt2362480,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10025,Samarkand,,88 min,R,Drama,5.5,http://www.imdb.com/title/tt2736906/,tt2736906,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10026,Genius,(2016),104 min,PG-13,"Biography, Drama",6.5,http://www.imdb.com/title/tt1703957/,tt1703957,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10027,Rosaline,,104 min,PG-13,Comedy,6.5,http://www.imdb.com/title/tt1777606/,tt1777606,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10028,Justice League Dark,(2017 Video),75 min,R,"Animation, Action, Fantasy",7.1,http://www.imdb.com/title/tt2494376/,tt2494376,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10029,Angelfall,,75 min,R,Fantasy,7.1,http://www.imdb.com/title/tt2581316/,tt2581316,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
