,name,year,runtime,certificate,genre,rating,url,movie_id,nudity,nudity_none,nudity_mild,nudity_moderate,nudity_severe,violence,violence_none,violence_mild,violence_moderate,violence_severe,profanity,profanity_none,profanity_mild,profanity_moderate,profanity_severe,alcohol,alcohol_none,alcohol_mild,alcohol_moderate,alcohol_severe,frightening,frightening_none,frightening_mild,frightening_moderate,frightening_severe
10030,Tales from the Hanging Head,,75 min,R,"Animation, Family, Fantasy",7.1,http://www.imdb.com/title/tt2357365/,tt2357365,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10031,Yukikaze,,75 min,R,"Action, Sci-Fi",7.1,http://www.imdb.com/title/tt2847266/,tt2847266,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10032,Half-Life,,75 min,R,"Sci-Fi, Thriller",7.1,http://www.imdb.com/title/tt2697688/,tt2697688,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10033,11.22.63,(2016),60 min,TV-MA,"Drama, Mystery, Sci-Fi",8.2,http://www.imdb.com/title/tt2879552/,tt2879552,Mild,0,2,0,1,Severe,0,0,0,2,Severe,0,0,0,2,Mild,0,2,0,0,None,2,0,0,1
10034,City of Mist,,60 min,TV-MA,"Drama, Thriller",8.2,http://www.imdb.com/title/tt2010940/,tt2010940,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10035,Keoma Rises,,60 min,TV-MA,"Action, Western",8.2,http://www.imdb.com/title/tt2726408/,tt2726408,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10036,King of Heists,,60 min,TV-MA,"Action, Biography, Drama",8.2,http://www.imdb.com/title/tt2063695/,tt2063695,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10037,McQueen,,,None,"Biography, Drama",,http://www.imdb.com/title/tt1356289/,tt1356289,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10038,Untitled Kokowaah Remake,,,None,Comedy,,http://www.imdb.com/title/tt2739446/,tt2739446,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10039,The Man from Primrose Lane,,,None,"Crime, Drama, Thriller",,http://www.imdb.com/title/tt2674354/,tt2674354,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10040,Song to Song,(2017),129 min,R,"Drama, Music, Romance",,http://www.imdb.com/title/tt2062700/,tt2062700,Moderate,0,0,2,1,Mild,0,4,0,0,Severe,0,2,0,2,Moderate,0,0,3,0,None,2,1,0,0
10041,Taming of the Shrew,,129 min,R,Comedy,,http://www.imdb.com/title/tt2634856/,tt2634856,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10042,The Lifeboat,,129 min,R,"Crime, Drama, Thriller",,http://www.imdb.com/title/tt3007496/,tt3007496,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10043,Fences,(2016),139 min,PG-13,Drama,7.2,http://www.imdb.com/title/tt2671706/,tt2671706,None,1,0,0,0,Mild,0,2,0,0,Mild,0,2,0,0,Mild,0,2,0,0,Mild,0,2,0,0
10044,El Presidente,,139 min,PG-13,"Action, Comedy",7.2,http://www.imdb.com/title/tt1741200/,tt1741200,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10045,Bad Romance,,139 min,PG-13,Comedy,7.2,http://www.imdb.com/title/tt3319818/,tt3319818,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10046,Guys and Dolls,,139 min,PG-13,"Comedy, Musical, Romance",7.2,http://www.imdb.com/title/tt2870786/,tt2870786,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10047,The Interview,(II) (2014),112 min,R,Comedy,6.6,http://www.imdb.com/title/tt2788710/,tt2788710,Moderate,0,0,3,1,Severe,0,0,0,2,Severe,0,0,0,2,Mild,0,2,0,0,Moderate,0,0,2,0
10048,Burial Rites,,112 min,R,Drama,6.6,http://www.imdb.com/title/tt3216938/,tt3216938,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10049,The Rules of Inheritance,,112 min,R,Drama,6.6,http://www.imdb.com/title/tt2963270/,tt2963270,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10050,Le Petit Prince,(2015),108 min,PG,"Animation, Adventure, Drama",7.8,http://www.imdb.com/title/tt1754656/,tt1754656,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10051,The Monster of Florence,,108 min,PG,"Crime, Drama, Mystery",7.8,http://www.imdb.com/title/tt1289417/,tt1289417,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10052,Kingsman: The Secret Service,(2014),129 min,R,"Action, Adventure, Comedy",7.7,http://www.imdb.com/title/tt2802144/,tt2802144,Moderate,0,11,8,8,Severe,0,0,7,14,Severe,0,1,3,14,Mild,3,10,2,0,Severe,0,1,6,8
10053,Predestination,(I) (2014),97 min,R,"Drama, Mystery, Sci-Fi",7.5,http://www.imdb.com/title/tt2397535/,tt2397535,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10054,The Geography of Hope,,97 min,R,"Crime, Drama",7.5,http://www.imdb.com/title/tt1925515/,tt1925515,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10055,Mean Moms,,97 min,R,"Comedy, Drama",7.5,http://www.imdb.com/title/tt1658849/,tt1658849,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10056,Stealing Cars,(2015),94 min,R,Drama,5.8,http://www.imdb.com/title/tt3353060/,tt3353060,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10057,Untitled John Belushi Project,,94 min,R,"Biography, Drama",5.8,http://www.imdb.com/title/tt1707826/,tt1707826,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10058,Black Widow,(I),94 min,R,"Action, Adventure, Sci-Fi",5.8,http://www.imdb.com/title/tt3480822/,tt3480822,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10059,Macbeth,(2015),113 min,R,"Drama, History, War",6.7,http://www.imdb.com/title/tt2884018/,tt2884018,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10060,A Most Violent Year,(2014),125 min,R,"Crime, Drama, Thriller",7,http://www.imdb.com/title/tt2937898/,tt2937898,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10061,Sicario,(2015),121 min,R,"Action, Crime, Drama",7.6,http://www.imdb.com/title/tt3397884/,tt3397884,Moderate,0,0,2,0,Severe,0,0,0,2,Severe,0,0,0,2,Moderate,0,0,2,0,Severe,0,0,0,2
10062,Into the Woods,(2014),125 min,PG,"Adventure, Comedy, Drama",6,http://www.imdb.com/title/tt2180411/,tt2180411,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,None,1,0,0,0,Moderate,0,0,1,0
10063,Miles Ahead,(2015),100 min,R,"Biography, Drama, Music",6.4,http://www.imdb.com/title/tt0790770/,tt0790770,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10064,Tolkien & Lewis,,100 min,R,Drama,6.4,http://www.imdb.com/title/tt3230774/,tt3230774,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10065,Doc Savage,,100 min,R,Adventure,6.4,http://www.imdb.com/title/tt1606752/,tt1606752,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10066,The Predator,(2018),100 min,R,"Action, Adventure, Horror",6.4,http://www.imdb.com/title/tt3829266/,tt3829266,Severe,0,0,0,1,Severe,0,0,0,1,Severe,0,0,0,1,Severe,0,0,0,1,Severe,0,0,0,1
10067,The Janson Directive,,132 min,Not Rated,Thriller,6.4,http://www.imdb.com/title/tt2101467/,tt2101467,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10068,Equals,(2015),101 min,PG-13,"Drama, Romance, Sci-Fi",6,http://www.imdb.com/title/tt3289728/,tt3289728,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10069,A Kind of Murder,(2016),95 min,R,"Crime, Drama, Thriller",5.2,http://www.imdb.com/title/tt2726552/,tt2726552,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10070,Freeheld,(2015),103 min,PG-13,"Biography, Drama, Romance",6.5,http://www.imdb.com/title/tt1658801/,tt1658801,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10071,The Heat 2,,103 min,PG-13,Comedy,6.5,http://www.imdb.com/title/tt2869716/,tt2869716,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10072,Untitled Undercover Crime Thriller,,103 min,PG-13,"Crime, Thriller",6.5,http://www.imdb.com/title/tt3717278/,tt3717278,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10073,The Son,(I),103 min,PG-13,Drama,6.5,http://www.imdb.com/title/tt2518876/,tt2518876,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10074,Untitled Ramones Project,,103 min,PG-13,"Drama, Music",6.5,http://www.imdb.com/title/tt3993880/,tt3993880,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10075,Wish List,,103 min,PG-13,"Comedy, Drama, Fantasy",6.5,http://www.imdb.com/title/tt2005408/,tt2005408,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10076,Zeroville,(2018),96 min,PG-13,"Comedy, Drama",6.5,http://www.imdb.com/title/tt1881109/,tt1881109,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10077,Good Kill,(2014),102 min,R,"Drama, Thriller, War",6.4,http://www.imdb.com/title/tt3297330/,tt3297330,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10078,Lexicon,,102 min,R,Thriller,6.4,http://www.imdb.com/title/tt2180106/,tt2180106,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10079,By the Sea,(2015),122 min,R,"Drama, Romance",5.2,http://www.imdb.com/title/tt3707106/,tt3707106,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10080,Allied,(2016),124 min,R,"Action, Drama, Romance",7.1,http://www.imdb.com/title/tt3640424/,tt3640424,Moderate,0,0,2,0,Moderate,0,0,1,0,Moderate,0,0,1,0,Moderate,0,0,1,0,Moderate,0,0,1,0
10081,Americanah,,124 min,R,"Drama, Romance",7.1,http://www.imdb.com/title/tt3781380/,tt3781380,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
10082,Mojave,(2015),93 min,R,Thriller,5.2,http://www.imdb.com/title/tt2322517/,tt2322517,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0,Be the first to evaluate this category,0,0,0,0
